submission_id,age,attentionCheck,attentionCorrectResponse,attentionResponse,beginClicked,comments,comprehensionCorrectResponse,comprehensionResponse,delay,delayedUrn,earlyBall,education,experiment_duration,experiment_end_time,experiment_start_time,gameOutcome,gender,languages,lateBall,prolific_pid,prolific_session_id,prolific_study_id,responseLeft,responseRight,responseTime,structure,submitClicked,trialNr,trialType,whichUrnPromptedFirst
2695,33,true,Both balls were released at the same time,Both balls were released at the same time,1769891136970,,NA,NA,simult,none,solid,Graduated High-school,558465,1769891255683,1769890697218,win,female,,solid,5e6a45499afc710a6a279e37,697e63836878a7942ac8fcad,697e511ed660cf7351d2289d,NA,NA,12975,disjunctive,1769891148380,9,critical-attention,NA
2695,33,true,Both balls were released at the same time,Both balls were released at the same time,1769891136970,,NA,NA,simult,none,solid,Graduated High-school,558465,1769891255683,1769890697218,win,female,,solid,5e6a45499afc710a6a279e37,697e63836878a7942ac8fcad,697e511ed660cf7351d2289d,5,5,16930,disjunctive,1769891152335,9,critical,left
2695,33,NA,NA,NA,1769891153734,,NA,NA,medium,left,solid,Graduated High-school,558465,1769891255683,1769890697218,win,female,,solid,5e6a45499afc710a6a279e37,697e63836878a7942ac8fcad,697e511ed660cf7351d2289d,1,7,13581,disjunctive,1769891165916,10,critical,left
2695,33,NA,NA,NA,1769891167095,,NA,NA,medium,left,stripe,Graduated High-school,558465,1769891255683,1769890697218,lose,female,,stripe,5e6a45499afc710a6a279e37,697e63836878a7942ac8fcad,697e511ed660cf7351d2289d,7,1,15298,disjunctive,1769891181214,11,critical,left
2695,33,true,The green ball,The green ball,1769891184263,,NA,NA,short,left,stripe,Graduated High-school,558465,1769891255683,1769890697218,win,female,,solid,5e6a45499afc710a6a279e37,697e63836878a7942ac8fcad,697e511ed660cf7351d2289d,NA,NA,9843,disjunctive,1769891191057,12,critical-attention,NA
2695,33,true,The green ball,The green ball,1769891184263,,NA,NA,short,left,stripe,Graduated High-school,558465,1769891255683,1769890697218,win,female,,solid,5e6a45499afc710a6a279e37,697e63836878a7942ac8fcad,697e511ed660cf7351d2289d,7,1,20117,disjunctive,1769891201331,12,critical,left
2695,33,NA,NA,NA,1769891204666,,NA,NA,simult,none,stripe,Graduated High-school,558465,1769891255683,1769890697218,lose,female,,stripe,5e6a45499afc710a6a279e37,697e63836878a7942ac8fcad,697e511ed660cf7351d2289d,5,5,11163,disjunctive,1769891212494,13,critical,left
2695,33,NA,NA,NA,1769891213750,,NA,NA,simult,none,solid,Graduated High-school,558465,1769891255683,1769890697218,win,female,,stripe,5e6a45499afc710a6a279e37,697e63836878a7942ac8fcad,697e511ed660cf7351d2289d,7,1,8367,disjunctive,1769891220861,14,critical,left
2695,33,NA,NA,NA,1769891223183,,NA,NA,long,right,solid,Graduated High-school,558465,1769891255683,1769890697218,win,female,,stripe,5e6a45499afc710a6a279e37,697e63836878a7942ac8fcad,697e511ed660cf7351d2289d,7,1,16300,disjunctive,1769891237161,15,critical,left
2695,33,NA,NA,NA,1769891238704,,NA,NA,short,right,stripe,Graduated High-school,558465,1769891255683,1769890697218,lose,female,,stripe,5e6a45499afc710a6a279e37,697e63836878a7942ac8fcad,697e511ed660cf7351d2289d,4,7,10933,disjunctive,1769891248094,16,critical,left
2696,39,NA,NA,NA,NA,,lose,lose,NA,NA,stripe,Graduated College,428302,1769891289674,1769890861372,NA,male,English,stripe,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,NA,NA,7686,disjunctive,NA,1,comprehension-1,NA
2696,39,NA,NA,NA,NA,,win,win,NA,NA,solid,Graduated College,428302,1769891289674,1769890861372,NA,male,English,solid,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,NA,NA,1371,disjunctive,NA,2,comprehension-1,NA
2696,39,NA,NA,NA,NA,,win,win,NA,NA,stripe,Graduated College,428302,1769891289674,1769890861372,NA,male,English,solid,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,NA,NA,899,disjunctive,NA,3,comprehension-1,NA
2696,39,NA,NA,NA,NA,,win,win,NA,NA,solid,Graduated College,428302,1769891289674,1769890861372,NA,male,English,stripe,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,NA,NA,931,disjunctive,NA,4,comprehension-1,NA
2696,39,true,Both balls were released at the same time,The red ball,1769890950682,,NA,NA,simult,none,solid,Graduated College,428302,1769891289674,1769890861372,win,male,English,stripe,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,NA,NA,12022,disjunctive,1769890960646,1,training-attention,NA
2696,39,true,Both balls were released at the same time,The red ball,1769890950682,,NA,NA,simult,none,solid,Graduated College,428302,1769891289674,1769890861372,win,male,English,stripe,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,7,1,19487,disjunctive,1769890968111,1,training,left
2696,39,true,The blue ball,The blue ball,1769890971502,,NA,NA,short,right,stripe,Graduated College,428302,1769891289674,1769890861372,lose,male,English,stripe,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,NA,NA,11639,disjunctive,1769890979751,2,training-attention,NA
2696,39,true,The blue ball,The blue ball,1769890971502,,NA,NA,short,right,stripe,Graduated College,428302,1769891289674,1769890861372,lose,male,English,stripe,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,3,7,22011,disjunctive,1769890990123,2,training,left
2696,39,NA,NA,NA,1769891009728,,NA,NA,long,left,stripe,Graduated College,428302,1769891289674,1769890861372,lose,male,English,stripe,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,5,4,36200,disjunctive,1769891027987,1,critical,left
2696,39,NA,NA,NA,1769891029712,,NA,NA,simult,none,solid,Graduated College,428302,1769891289674,1769890861372,win,male,English,stripe,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,7,1,13558,disjunctive,1769891041545,2,critical,left
2696,39,true,The yellow ball,The yellow ball,1769891044240,,NA,NA,medium,left,solid,Graduated College,428302,1769891289674,1769890861372,win,male,English,solid,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,NA,NA,13763,disjunctive,1769891055308,3,critical-attention,NA
2696,39,true,The yellow ball,The yellow ball,1769891044240,,NA,NA,medium,left,solid,Graduated College,428302,1769891289674,1769890861372,win,male,English,solid,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,4,4,22752,disjunctive,1769891064297,3,critical,left
2696,39,NA,NA,NA,1769891065929,,NA,NA,long,left,stripe,Graduated College,428302,1769891289674,1769890861372,win,male,English,solid,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,7,1,18099,disjunctive,1769891082396,4,critical,left
2696,39,NA,NA,NA,1769891083918,,NA,NA,short,right,stripe,Graduated College,428302,1769891289674,1769890861372,lose,male,English,stripe,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,5,5,14702,disjunctive,1769891097098,5,critical,left
2696,39,true,Both balls were released at the same time,Both balls were released at the same time,1769891098297,,NA,NA,simult,none,stripe,Graduated College,428302,1769891289674,1769890861372,lose,male,English,stripe,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,NA,NA,7032,disjunctive,1769891104130,6,critical-attention,NA
2696,39,true,Both balls were released at the same time,Both balls were released at the same time,1769891098297,,NA,NA,simult,none,stripe,Graduated College,428302,1769891289674,1769890861372,lose,male,English,stripe,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,5,5,12900,disjunctive,1769891109998,6,critical,left
2696,39,NA,NA,NA,1769891111565,,NA,NA,medium,right,solid,Graduated College,428302,1769891289674,1769890861372,win,male,English,stripe,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,7,1,15121,disjunctive,1769891125119,7,critical,left
2696,39,NA,NA,NA,1769891126627,,NA,NA,short,right,solid,Graduated College,428302,1769891289674,1769890861372,win,male,English,solid,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,4,4,14898,disjunctive,1769891140017,8,critical,left
2696,39,true,Both balls were released at the same time,Both balls were released at the same time,1769891141854,,NA,NA,simult,none,solid,Graduated College,428302,1769891289674,1769890861372,win,male,English,solid,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,NA,NA,6703,disjunctive,1769891146720,9,critical-attention,NA
2696,39,true,Both balls were released at the same time,Both balls were released at the same time,1769891141854,,NA,NA,simult,none,solid,Graduated College,428302,1769891289674,1769890861372,win,male,English,solid,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,4,4,10875,disjunctive,1769891150892,9,critical,left
2696,39,NA,NA,NA,1769891152272,,NA,NA,medium,right,stripe,Graduated College,428302,1769891289674,1769890861372,win,male,English,solid,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,1,7,14145,disjunctive,1769891165037,10,critical,left
2696,39,NA,NA,NA,1769891168318,,NA,NA,short,right,solid,Graduated College,428302,1769891289674,1769890861372,win,male,English,stripe,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,7,1,12909,disjunctive,1769891177946,11,critical,left
2696,39,true,The green ball,The green ball,1769891179089,,NA,NA,medium,left,stripe,Graduated College,428302,1769891289674,1769890861372,lose,male,English,stripe,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,NA,NA,13490,disjunctive,1769891191436,12,critical-attention,NA
2696,39,true,The green ball,The green ball,1769891179089,,NA,NA,medium,left,stripe,Graduated College,428302,1769891289674,1769890861372,lose,male,English,stripe,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,5,5,18859,disjunctive,1769891196805,12,critical,left
2696,39,NA,NA,NA,1769891198137,,NA,NA,short,right,stripe,Graduated College,428302,1769891289674,1769890861372,win,male,English,solid,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,1,7,11824,disjunctive,1769891208629,13,critical,left
2696,39,NA,NA,NA,1769891209961,,NA,NA,long,left,solid,Graduated College,428302,1769891289674,1769890861372,win,male,English,stripe,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,1,7,19443,disjunctive,1769891228072,14,critical,left
2696,39,NA,NA,NA,1769891229398,,NA,NA,simult,none,stripe,Graduated College,428302,1769891289674,1769890861372,win,male,English,solid,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,1,7,11607,disjunctive,1769891239679,15,critical,left
2696,39,NA,NA,NA,1769891241091,,NA,NA,long,left,solid,Graduated College,428302,1769891289674,1769890861372,win,male,English,solid,56d39b96da2aaa000dab6178,697e63a8edc3a2caa595bcb2,697e511ed660cf7351d2289d,4,4,33503,disjunctive,1769891273182,16,critical,left
2698,61,NA,NA,NA,NA,,win,win,NA,NA,solid,Graduated College,560578,1769891310953,1769890750375,NA,male,English,solid,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,NA,NA,14384,conjunctive,NA,1,comprehension-1,NA
2698,61,NA,NA,NA,NA,,lose,lose,NA,NA,stripe,Graduated College,560578,1769891310953,1769890750375,NA,male,English,stripe,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,NA,NA,3170,conjunctive,NA,2,comprehension-1,NA
2698,61,NA,NA,NA,NA,,lose,lose,NA,NA,solid,Graduated College,560578,1769891310953,1769890750375,NA,male,English,stripe,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,NA,NA,1177,conjunctive,NA,3,comprehension-1,NA
2698,61,NA,NA,NA,NA,,lose,lose,NA,NA,stripe,Graduated College,560578,1769891310953,1769890750375,NA,male,English,solid,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,NA,NA,1324,conjunctive,NA,4,comprehension-1,NA
2698,61,true,Both balls were released at the same time,The red ball,1769890875725,,NA,NA,simult,none,solid,Graduated College,560578,1769891310953,1769890750375,win,male,English,solid,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,NA,NA,21600,conjunctive,1769890891843,1,training-attention,NA
2698,61,true,Both balls were released at the same time,The red ball,1769890875725,,NA,NA,simult,none,solid,Graduated College,560578,1769891310953,1769890750375,win,male,English,solid,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,7,3,41712,conjunctive,1769890911955,1,training,right
2698,61,true,The blue ball,The blue ball,1769890921509,,NA,NA,short,right,stripe,Graduated College,560578,1769891310953,1769890750375,lose,male,English,solid,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,NA,NA,21905,conjunctive,1769890933861,2,training-attention,NA
2698,61,true,The blue ball,The blue ball,1769890921509,,NA,NA,short,right,stripe,Graduated College,560578,1769891310953,1769890750375,lose,male,English,solid,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,1,7,42625,conjunctive,1769890954581,2,training,right
2698,61,NA,NA,NA,1769890961861,,NA,NA,medium,left,stripe,Graduated College,560578,1769891310953,1769890750375,lose,male,English,solid,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,7,1,26472,conjunctive,1769890985436,1,critical,right
2698,61,NA,NA,NA,1769890987693,,NA,NA,simult,none,solid,Graduated College,560578,1769891310953,1769890750375,lose,male,English,stripe,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,7,1,18313,conjunctive,1769891003749,2,critical,right
2698,61,true,Both balls were released at the same time,Both balls were released at the same time,1769891006316,,NA,NA,simult,none,stripe,Graduated College,560578,1769891310953,1769890750375,lose,male,English,stripe,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,NA,NA,12224,conjunctive,1769891015973,3,critical-attention,NA
2698,61,true,Both balls were released at the same time,Both balls were released at the same time,1769891006316,,NA,NA,simult,none,stripe,Graduated College,560578,1769891310953,1769890750375,lose,male,English,stripe,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,3,3,22375,conjunctive,1769891026124,3,critical,right
2698,61,NA,NA,NA,1769891028061,,NA,NA,long,right,stripe,Graduated College,560578,1769891310953,1769890750375,lose,male,English,solid,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,1,7,25584,conjunctive,1769891051709,4,critical,right
2698,61,NA,NA,NA,1769891053333,,NA,NA,long,left,stripe,Graduated College,560578,1769891310953,1769890750375,lose,male,English,stripe,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,6,2,23688,conjunctive,1769891075397,5,critical,right
2698,61,true,The yellow ball,The yellow ball,1769891079061,,NA,NA,long,left,solid,Graduated College,560578,1769891310953,1769890750375,win,male,English,solid,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,NA,NA,20440,conjunctive,1769891095837,6,critical-attention,NA
2698,61,true,The yellow ball,The yellow ball,1769891079061,,NA,NA,long,left,solid,Graduated College,560578,1769891310953,1769890750375,win,male,English,solid,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,5,6,31392,conjunctive,1769891106789,6,critical,right
2698,61,NA,NA,NA,1769891108564,,NA,NA,medium,right,stripe,Graduated College,560578,1769891310953,1769890750375,lose,male,English,stripe,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,2,7,19727,conjunctive,1769891126516,7,critical,right
2698,61,NA,NA,NA,1769891128557,,NA,NA,medium,left,solid,Graduated College,560578,1769891310953,1769890750375,lose,male,English,stripe,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,1,7,19361,conjunctive,1769891145877,8,critical,right
2698,61,true,Both balls were released at the same time,Both balls were released at the same time,1769891147692,,NA,NA,simult,none,solid,Graduated College,560578,1769891310953,1769890750375,win,male,English,solid,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,NA,NA,8727,conjunctive,1769891154604,9,critical-attention,NA
2698,61,true,Both balls were released at the same time,Both balls were released at the same time,1769891147692,,NA,NA,simult,none,solid,Graduated College,560578,1769891310953,1769890750375,win,male,English,solid,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,5,5,18544,conjunctive,1769891164421,9,critical,right
2698,61,NA,NA,NA,1769891165933,,NA,NA,short,left,stripe,Graduated College,560578,1769891310953,1769890750375,lose,male,English,stripe,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,7,2,17073,conjunctive,1769891181494,10,critical,right
2698,61,NA,NA,NA,1769891183214,,NA,NA,simult,none,stripe,Graduated College,560578,1769891310953,1769890750375,lose,male,English,solid,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,1,7,12903,conjunctive,1769891194397,11,critical,right
2698,61,true,The red ball,The red ball,1769891196469,,NA,NA,medium,right,solid,Graduated College,560578,1769891310953,1769890750375,win,male,English,solid,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,NA,NA,15768,conjunctive,1769891210165,12,critical-attention,NA
2698,61,true,The red ball,The red ball,1769891196469,,NA,NA,medium,right,solid,Graduated College,560578,1769891310953,1769890750375,win,male,English,solid,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,6,5,26784,conjunctive,1769891221181,12,critical,right
2698,61,NA,NA,NA,1769891222869,,NA,NA,short,left,stripe,Graduated College,560578,1769891310953,1769890750375,lose,male,English,solid,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,7,1,13024,conjunctive,1769891234205,13,critical,right
2698,61,NA,NA,NA,1769891235597,,NA,NA,short,left,solid,Graduated College,560578,1769891310953,1769890750375,lose,male,English,stripe,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,1,7,15824,conjunctive,1769891250029,14,critical,right
2698,61,NA,NA,NA,1769891251565,,NA,NA,long,right,solid,Graduated College,560578,1769891310953,1769890750375,lose,male,English,stripe,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,7,1,20224,conjunctive,1769891270253,15,critical,right
2698,61,NA,NA,NA,1769891271870,,NA,NA,short,right,solid,Graduated College,560578,1769891310953,1769890750375,win,male,English,solid,55ac3198fdf99b6de3b68b23,697e638158db8cc58de95741,697e511ed660cf7351d2289d,6,5,13559,conjunctive,1769891283813,16,critical,right
2705,32,NA,NA,NA,NA,,win,win,NA,NA,solid,Graduated College,306716,1769891684262,1769891377546,NA,male,English,solid,5c57c06ed05b82000139682e,697e641034afbfae9e7b1701,697e511ed660cf7351d2289d,NA,NA,5327,conjunctive,NA,1,comprehension-1,NA
2705,32,NA,NA,NA,NA,,lose,lose,NA,NA,stripe,Graduated College,306716,1769891684262,1769891377546,NA,male,English,stripe,5c57c06ed05b82000139682e,697e641034afbfae9e7b1701,697e511ed660cf7351d2289d,NA,NA,1153,conjunctive,NA,2,comprehension-1,NA
2705,32,NA,NA,NA,NA,,lose,lose,NA,NA,stripe,Graduated College,306716,1769891684262,1769891377546,NA,male,English,solid,5c57c06ed05b82000139682e,697e641034afbfae9e7b1701,697e511ed660cf7351d2289d,NA,NA,722,conjunctive,NA,3,comprehension-1,NA
2705,32,NA,NA,NA,NA,,lose,lose,NA,NA,solid,Graduated College,306716,1769891684262,1769891377546,NA,male,English,stripe,5c57c06ed05b82000139682e,697e641034afbfae9e7b1701,697e511ed660cf7351d2289d,NA,NA,662,conjunctive,NA,4,comprehension-1,NA
2705,32,true,Both balls were released at the same time,Both balls were released at the same time,1769891411304,,NA,NA,simult,none,solid,Graduated College,306716,1769891684262,1769891377546,win,male,English,solid,5c57c06ed05b82000139682e,697e641034afbfae9e7b1701,697e511ed660cf7351d2289d,NA,NA,7000,conjunctive,1769891416580,1,training-attention,NA
2705,32,true,Both balls were released at the same time,Both balls were released at the same time,1769891411304,,NA,NA,simult,none,solid,Graduated College,306716,1769891684262,1769891377546,win,male,English,solid,5c57c06ed05b82000139682e,697e641034afbfae9e7b1701,697e511ed660cf7351d2289d,5,5,15591,conjunctive,1769891425171,1,training,left
2705,32,true,The green ball,The green ball,1769891426630,,NA,NA,short,left,stripe,Graduated College,306716,1769891684262,1769891377546,lose,male,English,solid,5c57c06ed05b82000139682e,697e641034afbfae9e7b1701,697e511ed660cf7351d2289d,NA,NA,8283,conjunctive,1769891433454,2,training-attention,NA
2705,32,true,The green ball,The green ball,1769891426630,,NA,NA,short,left,stripe,Graduated College,306716,1769891684262,1769891377546,lose,male,English,solid,5c57c06ed05b82000139682e,697e641034afbfae9e7b1701,697e511ed660cf7351d2289d,1,7,13437,conjunctive,1769891438608,2,training,left
2705,32,NA,NA,NA,1769891440824,,NA,NA,long,right,stripe,Graduated College,306716,1769891684262,1769891377546,lose,male,English,stripe,5c57c06ed05b82000139682e,697e641034afbfae9e7b1701,697e511ed660cf7351d2289d,7,6,17767,conjunctive,1769891457471,1,critical,left
2705,32,NA,NA,NA,1769891458860,,NA,NA,short,left,stripe,Graduated College,306716,1769891684262,1769891377546,lose,male,English,stripe,5c57c06ed05b82000139682e,697e641034afbfae9e7b1701,697e511ed660cf7351d2289d,6,7,9374,conjunctive,1769891466845,2,critical,left
