submission_id,age,beginClicked,combo,comments,correctResponse,correctResponseAttention,delay,delayedUrn,education,experiment_duration,experiment_end_time,experiment_start_time,gameOutcome,gender,languages,leftColor,prolific_pid,prolific_session_id,prolific_study_id,response,responseAttention,responseLeft,responseRight,responseTime,rightColor,structure,submitClicked,trialNr,trialType
2532,38,1769052415190,striped-striped,,NA,NA,short,right,Graduated College,547213,1769052487014,1769051939801,lose,male,english,blue,6507276e3e03370dcf6b1ffd,6971971c59abbd5531e21024,69711b1403eab6a6dfcb544f,NA,NA,5,5,17399,green,conjunctive,1769052430889,13,critical
2532,38,1769052432689,striped-solid,,NA,NA,simult,none,Graduated College,547213,1769052487014,1769051939801,lose,male,english,blue,6507276e3e03370dcf6b1ffd,6971971c59abbd5531e21024,69711b1403eab6a6dfcb544f,NA,NA,1,7,10167,yellow,conjunctive,1769052441056,14,critical
2532,38,1769052442874,striped-striped,,NA,NA,medium,right,Graduated College,547213,1769052487014,1769051939801,lose,male,english,blue,6507276e3e03370dcf6b1ffd,6971971c59abbd5531e21024,69711b1403eab6a6dfcb544f,NA,NA,5,5,15051,green,conjunctive,1769052456107,15,critical
2532,38,1769052457557,striped-striped,,NA,NA,long,right,Graduated College,547213,1769052487014,1769051939801,lose,male,english,blue,6507276e3e03370dcf6b1ffd,6971971c59abbd5531e21024,69711b1403eab6a6dfcb544f,NA,NA,5,5,15683,green,conjunctive,1769052471790,16,critical
2485,28,NA,NA,,lose,NA,NA,NA,Graduated College,320032,1769050417762,1769050097730,NA,male,"English, Polish",blue,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,lose,NA,NA,NA,5443,green,conjunctive,NA,1,comprehension-1
2485,28,NA,NA,,lose,NA,NA,NA,Graduated College,320032,1769050417762,1769050097730,NA,male,"English, Polish",red,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,lose,NA,NA,NA,1206,green,conjunctive,NA,2,comprehension-1
2485,28,NA,NA,,win,NA,NA,NA,Graduated College,320032,1769050417762,1769050097730,NA,male,"English, Polish",red,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,win,NA,NA,NA,920,yellow,conjunctive,NA,3,comprehension-1
2485,28,NA,NA,,lose,NA,NA,NA,Graduated College,320032,1769050417762,1769050097730,NA,male,"English, Polish",blue,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,lose,NA,NA,NA,995,yellow,conjunctive,NA,4,comprehension-1
2485,28,1769050136691,solid-solid,,NA,Both balls were released at the same time,simult,none,Graduated College,320032,1769050417762,1769050097730,win,male,"English, Polish",red,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,Both balls were released at the same time,NA,NA,9497,yellow,conjunctive,1769050144119,1,training-attention
2485,28,1769050136691,solid-solid,,NA,Both balls were released at the same time,simult,none,Graduated College,320032,1769050417762,1769050097730,win,male,"English, Polish",red,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,Both balls were released at the same time,4,4,17177,yellow,conjunctive,1769050151799,1,training
2485,28,1769050153866,striped-solid,,NA,The yellow ball,short,left,Graduated College,320032,1769050417762,1769050097730,lose,male,"English, Polish",blue,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,The yellow ball,NA,NA,9353,yellow,conjunctive,1769050161152,2,training-attention
2485,28,1769050153866,striped-solid,,NA,The yellow ball,short,left,Graduated College,320032,1769050417762,1769050097730,lose,male,"English, Polish",blue,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,The yellow ball,1,7,15138,yellow,conjunctive,1769050166937,2,training
2485,28,1769050169790,striped-striped,,NA,NA,medium,left,Graduated College,320032,1769050417762,1769050097730,lose,male,"English, Polish",blue,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,NA,7,7,14069,green,conjunctive,1769050182685,1,critical
2485,28,1769050187470,solid-striped,,NA,NA,simult,none,Graduated College,320032,1769050417762,1769050097730,lose,male,"English, Polish",red,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,NA,7,1,12099,green,conjunctive,1769050194785,2,critical
2485,28,1769050196308,solid-solid,,NA,The yellow ball,long,left,Graduated College,320032,1769050417762,1769050097730,win,male,"English, Polish",red,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,The yellow ball,NA,NA,14713,yellow,conjunctive,1769050209498,3,critical-attention
2485,28,1769050196308,solid-solid,,NA,The yellow ball,long,left,Graduated College,320032,1769050417762,1769050097730,win,male,"English, Polish",red,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,The yellow ball,4,4,20893,yellow,conjunctive,1769050215678,3,critical
2485,28,1769050217307,solid-striped,,NA,NA,long,left,Graduated College,320032,1769050417762,1769050097730,lose,male,"English, Polish",red,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,NA,7,1,16532,green,conjunctive,1769050232210,4,critical
2485,28,1769050233801,solid-solid,,NA,NA,medium,left,Graduated College,320032,1769050417762,1769050097730,win,male,"English, Polish",red,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,NA,4,4,13357,yellow,conjunctive,1769050245568,5,critical
2485,28,1769050247125,striped-striped,,NA,The blue ball,short,right,Graduated College,320032,1769050417762,1769050097730,lose,male,"English, Polish",blue,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,The blue ball,NA,NA,10842,green,conjunctive,1769050256410,6,critical-attention
2485,28,1769050247125,striped-striped,,NA,The blue ball,short,right,Graduated College,320032,1769050417762,1769050097730,lose,male,"English, Polish",blue,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,The blue ball,7,7,14297,green,conjunctive,1769050259865,6,critical
2485,28,1769050260978,solid-striped,,NA,NA,medium,right,Graduated College,320032,1769050417762,1769050097730,lose,male,"English, Polish",red,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,NA,7,1,13126,green,conjunctive,1769050272991,7,critical
2485,28,1769050274285,striped-solid,,NA,NA,long,left,Graduated College,320032,1769050417762,1769050097730,lose,male,"English, Polish",blue,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,NA,1,7,16367,yellow,conjunctive,1769050289358,8,critical
2485,28,1769050293089,striped-solid,,NA,The yellow ball,medium,left,Graduated College,320032,1769050417762,1769050097730,lose,male,"English, Polish",blue,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,The yellow ball,NA,NA,14399,yellow,conjunctive,1769050303757,9,critical-attention
2485,28,1769050293089,striped-solid,,NA,The yellow ball,medium,left,Graduated College,320032,1769050417762,1769050097730,lose,male,"English, Polish",blue,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,The yellow ball,1,7,19508,yellow,conjunctive,1769050308866,9,critical
2485,28,1769050310353,solid-solid,,NA,NA,simult,none,Graduated College,320032,1769050417762,1769050097730,win,male,"English, Polish",red,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,NA,4,4,8622,yellow,conjunctive,1769050317488,10,critical
2485,28,1769050319057,striped-solid,,NA,NA,short,right,Graduated College,320032,1769050417762,1769050097730,lose,male,"English, Polish",blue,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,NA,1,7,11881,yellow,conjunctive,1769050329369,11,critical
2485,28,1769050331547,striped-solid,,NA,Both balls were released at the same time,simult,none,Graduated College,320032,1769050417762,1769050097730,lose,male,"English, Polish",blue,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,Both balls were released at the same time,NA,NA,8424,yellow,conjunctive,1769050337793,12,critical-attention
2485,28,1769050331547,striped-solid,,NA,Both balls were released at the same time,simult,none,Graduated College,320032,1769050417762,1769050097730,lose,male,"English, Polish",blue,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,Both balls were released at the same time,1,7,13868,yellow,conjunctive,1769050343237,12,critical
2485,28,1769050347812,striped-striped,,NA,NA,long,right,Graduated College,320032,1769050417762,1769050097730,lose,male,"English, Polish",blue,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,NA,7,7,21556,green,conjunctive,1769050364793,13,critical
2485,28,1769050366691,striped-striped,,NA,NA,simult,none,Graduated College,320032,1769050417762,1769050097730,lose,male,"English, Polish",blue,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,NA,7,7,8510,green,conjunctive,1769050373303,14,critical
2485,28,1769050375379,solid-striped,,NA,NA,short,left,Graduated College,320032,1769050417762,1769050097730,lose,male,"English, Polish",red,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,NA,7,1,11696,green,conjunctive,1769050384999,15,critical
2485,28,1769050386530,solid-solid,,NA,NA,short,left,Graduated College,320032,1769050417762,1769050097730,win,male,"English, Polish",red,5c8c22bafeeaeb0016207a00,69718fed5529321b103796c2,69711b1403eab6a6dfcb544f,NA,NA,4,4,11030,yellow,conjunctive,1769050396029,16,critical
2491,26,NA,NA,No further comments at this time.,lose,NA,NA,NA,Graduated High-school,477310,1769050486293,1769050008983,NA,female,English,blue,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,lose,NA,NA,NA,9318,yellow,conjunctive,NA,1,comprehension-1
2491,26,NA,NA,No further comments at this time.,lose,NA,NA,NA,Graduated High-school,477310,1769050486293,1769050008983,NA,female,English,red,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,lose,NA,NA,NA,1296,green,conjunctive,NA,2,comprehension-1
2491,26,NA,NA,No further comments at this time.,lose,NA,NA,NA,Graduated High-school,477310,1769050486293,1769050008983,NA,female,English,blue,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,lose,NA,NA,NA,1165,green,conjunctive,NA,3,comprehension-1
2491,26,NA,NA,No further comments at this time.,win,NA,NA,NA,Graduated High-school,477310,1769050486293,1769050008983,NA,female,English,red,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,win,NA,NA,NA,1092,yellow,conjunctive,NA,4,comprehension-1
2491,26,1769050072588,solid-solid,No further comments at this time.,NA,Both balls were released at the same time,simult,none,Graduated High-school,477310,1769050486293,1769050008983,win,female,English,red,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,Both balls were released at the same time,NA,NA,10336,yellow,conjunctive,1769050079564,1,training-attention
2491,26,1769050072588,solid-solid,No further comments at this time.,NA,Both balls were released at the same time,simult,none,Graduated High-school,477310,1769050486293,1769050008983,win,female,English,red,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,Both balls were released at the same time,1,1,21427,yellow,conjunctive,1769050090655,1,training
2491,26,1769050095887,striped-solid,No further comments at this time.,NA,The blue ball,short,right,Graduated High-school,477310,1769050486293,1769050008983,lose,female,English,blue,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,The blue ball,NA,NA,13686,yellow,conjunctive,1769050104341,2,training-attention
2491,26,1769050095887,striped-solid,No further comments at this time.,NA,The blue ball,short,right,Graduated High-school,477310,1769050486293,1769050008983,lose,female,English,blue,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,The blue ball,7,1,25012,yellow,conjunctive,1769050115667,2,training
2491,26,1769050123254,solid-striped,No further comments at this time.,NA,NA,long,left,Graduated High-school,477310,1769050486293,1769050008983,lose,female,English,red,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,NA,1,7,21409,green,conjunctive,1769050140923,1,critical
2491,26,1769050144618,striped-striped,No further comments at this time.,NA,NA,short,right,Graduated High-school,477310,1769050486293,1769050008983,lose,female,English,blue,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,NA,4,4,22650,green,conjunctive,1769050163573,2,critical
2491,26,1769050171583,striped-solid,No further comments at this time.,NA,Both balls were released at the same time,simult,none,Graduated High-school,477310,1769050486293,1769050008983,lose,female,English,blue,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,Both balls were released at the same time,NA,NA,13535,yellow,conjunctive,1769050177109,3,critical-attention
2491,26,1769050171583,striped-solid,No further comments at this time.,NA,Both balls were released at the same time,simult,none,Graduated High-school,477310,1769050486293,1769050008983,lose,female,English,blue,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,Both balls were released at the same time,7,1,19993,yellow,conjunctive,1769050183567,3,critical
2491,26,1769050185666,striped-solid,No further comments at this time.,NA,NA,medium,right,Graduated High-school,477310,1769050486293,1769050008983,lose,female,English,blue,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,NA,7,1,20306,yellow,conjunctive,1769050203873,4,critical
2491,26,1769050205991,striped-striped,No further comments at this time.,NA,NA,long,right,Graduated High-school,477310,1769050486293,1769050008983,lose,female,English,blue,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,NA,4,4,19057,green,conjunctive,1769050222930,5,critical
2491,26,1769050225853,solid-striped,No further comments at this time.,NA,The red ball,short,right,Graduated High-school,477310,1769050486293,1769050008983,lose,female,English,red,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,The red ball,NA,NA,11397,green,conjunctive,1769050234327,6,critical-attention
2491,26,1769050225853,solid-striped,No further comments at this time.,NA,The red ball,short,right,Graduated High-school,477310,1769050486293,1769050008983,lose,female,English,red,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,The red ball,1,7,17482,green,conjunctive,1769050240412,6,critical
2491,26,1769050242620,solid-solid,No further comments at this time.,NA,NA,short,left,Graduated High-school,477310,1769050486293,1769050008983,win,female,English,red,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,NA,4,4,27754,yellow,conjunctive,1769050268167,7,critical
2491,26,1769050271258,solid-solid,No further comments at this time.,NA,NA,simult,none,Graduated High-school,477310,1769050486293,1769050008983,win,female,English,red,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,NA,4,4,16060,yellow,conjunctive,1769050284227,8,critical
2491,26,1769050287050,striped-solid,No further comments at this time.,NA,The yellow ball,long,left,Graduated High-school,477310,1769050486293,1769050008983,lose,female,English,blue,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,The yellow ball,NA,NA,16994,yellow,conjunctive,1769050301221,9,critical-attention
2491,26,1769050287050,striped-solid,No further comments at this time.,NA,The yellow ball,long,left,Graduated High-school,477310,1769050486293,1769050008983,lose,female,English,blue,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,The yellow ball,7,1,31192,yellow,conjunctive,1769050315419,9,critical
2491,26,1769050322474,solid-solid,No further comments at this time.,NA,NA,medium,left,Graduated High-school,477310,1769050486293,1769050008983,win,female,English,red,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,NA,4,4,19783,yellow,conjunctive,1769050335202,10,critical
2491,26,1769050336907,striped-striped,No further comments at this time.,NA,NA,simult,none,Graduated High-school,477310,1769050486293,1769050008983,lose,female,English,blue,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,NA,4,4,10295,green,conjunctive,1769050345497,11,critical
2491,26,1769050353361,solid-solid,No further comments at this time.,NA,The red ball,long,right,Graduated High-school,477310,1769050486293,1769050008983,win,female,English,red,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,The yellow ball,NA,NA,31067,yellow,conjunctive,1769050376564,12,critical-attention
2491,26,1769050353361,solid-solid,No further comments at this time.,NA,The red ball,long,right,Graduated High-school,477310,1769050486293,1769050008983,win,female,English,red,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,The yellow ball,4,4,34832,yellow,conjunctive,1769050380329,12,critical
2491,26,1769050382285,solid-striped,No further comments at this time.,NA,NA,simult,none,Graduated High-school,477310,1769050486293,1769050008983,lose,female,English,red,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,NA,1,7,15911,green,conjunctive,1769050396240,13,critical
2491,26,1769050399027,striped-striped,No further comments at this time.,NA,NA,medium,left,Graduated High-school,477310,1769050486293,1769050008983,lose,female,English,blue,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,NA,4,4,19170,green,conjunctive,1769050415410,14,critical
2491,26,1769050417429,striped-solid,No further comments at this time.,NA,NA,short,left,Graduated High-school,477310,1769050486293,1769050008983,lose,female,English,blue,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,NA,7,1,19103,yellow,conjunctive,1769050434513,15,critical
2491,26,1769050446607,solid-striped,No further comments at this time.,NA,NA,medium,left,Graduated High-school,477310,1769050486293,1769050008983,lose,female,English,red,6966565729d87a03bc0a7361,69718f8e000c43f790edc506,69711b1403eab6a6dfcb544f,NA,NA,1,7,24263,green,conjunctive,1769050458776,16,critical
2533,34,NA,NA,no comment,lose,NA,NA,NA,Higher degree,565784,1769052525036,1769051959252,NA,male,English,blue,674ce4d030e6650c5795634f,697190f9968e623ae099303f,69711b1403eab6a6dfcb544f,win,NA,NA,NA,17760,green,conjunctive,NA,1,comprehension-1
2533,34,NA,NA,no comment,lose,NA,NA,NA,Higher degree,565784,1769052525036,1769051959252,NA,male,English,red,674ce4d030e6650c5795634f,697190f9968e623ae099303f,69711b1403eab6a6dfcb544f,win,NA,NA,NA,25383,green,conjunctive,NA,2,comprehension-1
2533,34,NA,NA,no comment,lose,NA,NA,NA,Higher degree,565784,1769052525036,1769051959252,NA,male,English,blue,674ce4d030e6650c5795634f,697190f9968e623ae099303f,69711b1403eab6a6dfcb544f,win,NA,NA,NA,4367,yellow,conjunctive,NA,3,comprehension-1
2533,34,NA,NA,no comment,win,NA,NA,NA,Higher degree,565784,1769052525036,1769051959252,NA,male,English,red,674ce4d030e6650c5795634f,697190f9968e623ae099303f,69711b1403eab6a6dfcb544f,win,NA,NA,NA,3481,yellow,conjunctive,NA,4,comprehension-1
2533,34,NA,NA,no comment,lose,NA,NA,NA,Higher degree,565784,1769052525036,1769051959252,NA,male,English,blue,674ce4d030e6650c5795634f,697190f9968e623ae099303f,69711b1403eab6a6dfcb544f,lose,NA,NA,NA,5392,green,conjunctive,NA,1,comprehension-2
2533,34,NA,NA,no comment,lose,NA,NA,NA,Higher degree,565784,1769052525036,1769051959252,NA,male,English,red,674ce4d030e6650c5795634f,697190f9968e623ae099303f,69711b1403eab6a6dfcb544f,win,NA,NA,NA,3192,green,conjunctive,NA,2,comprehension-2
2533,34,NA,NA,no comment,lose,NA,NA,NA,Higher degree,565784,1769052525036,1769051959252,NA,male,English,blue,674ce4d030e6650c5795634f,697190f9968e623ae099303f,69711b1403eab6a6dfcb544f,win,NA,NA,NA,3488,yellow,conjunctive,NA,3,comprehension-2
2533,34,NA,NA,no comment,win,NA,NA,NA,Higher degree,565784,1769052525036,1769051959252,NA,male,English,red,674ce4d030e6650c5795634f,697190f9968e623ae099303f,69711b1403eab6a6dfcb544f,win,NA,NA,NA,1840,yellow,conjunctive,NA,4,comprehension-2
